ID	word	pos	lemma	hyperlemma	sahidic_word	tla	CDO	crum_cs_lemmatization_match	crum_cs_pos_match	crum_no_sahidic	sahidic_in_cs	score	freq	page	marcion	lemma_error	pos_error	notes
358	ⲡⲉⲛ	PPOS	ⲡⲉⲛ	ⲡⲉⲛ	ⲡⲉⲛ	MISSING		0	0	0	0	0	21	_	_			
360	ⲉⲣϣⲓϣⲓ	V	ⲉⲣϣⲓϣⲓ	ⲉⲣϣⲓϣⲓ	ⲉⲣϣⲓϣⲓ	C718	to have power, authority; have power, authority	1	1	0	0	0.5	21	59b	tr & intr: have power, authority noun male: power, authority (εξουσια)			
361	ϯⲥⲃⲱ	V	ϯⲥⲃⲱ	ϯⲥⲃⲱ	ϯⲥⲃⲱ	C3319	to teach, chastise	0	0	0	0	0	21	_	_			
362	ⲉϩⲣⲏⲓ	ADV	ⲉϩⲣⲏⲓ	ⲉϩⲣⲁⲓ 	ⲉϩⲣⲁⲓ	C6769,C6775		0	0	0	0	0	20	_	_			
363	ⲉⲛⲉϩ	ADV	ⲉⲛⲉϩ	ⲉⲛⲉϩ	ⲉⲛⲉϩ	C684,C685,C686		0	0	0	0	0	20	_	_			
364	ⲙⲡⲁ	ANEGAOR	ⲙⲡⲁⲣⲉ	ⲙⲉⲣⲉ	ⲙⲉ	C2005	neg. aor. ANEGAOR	0	0	0	0	0	20	_	_			
365	ⲉϥⲉ	AOPT_PPERS	ⲉⲣⲉ_ⲛⲑⲟϥ	ⲉⲣⲉ_ⲛⲧⲟϥ	ⲉϥⲉ	C619_C2572		0	0	0	0	0	20	_	_			
367	ⲉⲛⲉϩ	N	ⲉⲛⲉϩ	ⲉⲛⲉϩ	ⲉⲛⲉϩ	C684,C685,C686	for ever, eternally, ever; eternity; eternal	1	1	1	1	1	20	57a	nn m ― eternity (αιων) ― age, period of time (αιων) with ϣⲁ- (αιωνιος) adj, eternal (αιωνιος) ― with ⲛϣⲁ- (αιωνιος) ― with ϣⲁ- (αιωνιος) adv, for ever, eternally, ever ― in interrog clause (ποτε) ― with neg vb (ποτε, ουδεποτε) ― with ϣⲁ-, ⲛϣⲁ- ― with ϫⲓⲛ-, ⲓⲥϫⲉⲛ- ― as nn			
369	ⲙⲡⲣ	NEG	ⲙⲡⲉⲣ	ⲙⲡⲣ	ⲙⲡⲣ	C1979	neg. imper.	0	0	0	0	0	20	_	_			
370	ⲛⲥⲁ	PREP	ⲛⲥⲁ	ⲛⲥⲁ	ⲛⲥⲁ	C3268	behind, after	0	0	0	0	0	20	_	_			
371	ϭⲓⲧ	V	ϭⲓ	ϫⲓ	ϫⲉⲩ	C7058	receive, take	1	1	1	1	1	20	747b	(intransitive) ― receive, take (λαμβανειν, δεχεσθαι, κομιζεσθαι) ― take wife, marry (γαμειν) ― touch, reach, hit (transitive) ― take, get, bring, accept (λαμβανειν) ― have, be provided with ― touch, reach, hit ― learn (by heart) ― buy S			
372	ϯϩⲁⲡ	V	ϯϩⲁⲡ	ϯϩⲁⲡ	ϯϩⲁⲡ	C6734	give judgement	0	0	0	0	0	20	_	_			
373	ⲟⲩⲟⲛϩ	V	ⲟⲩⲱⲛϩ	ⲟⲩⲱⲛϩ	ⲟⲩⲟⲛϩ	C5087		0	0	0	0	0	20	_	_			
376	ⲛⲁⲛⲉ	VBD	ⲛⲁⲛⲉ	ⲛⲁⲛⲟⲩ	ⲛⲁⲛⲟⲩ	C2491	be good, fair	1	0	1	1	0.75	20	227a	(intransitive) ― nominal vb, be good, fair (καλος, αγαθος) ― impersonal + -ⲥ, it is good, right ― better than c ⲉ- ― c ⲉϩⲟⲩⲟ, ⲛϩⲟⲩⲟ, ⲉϩⲟⲧⲉ rel ⲉⲛ., ⲉⲧⲛ. as adj, good fair			
377	ⲟⲩⲟⲛϩ	VSTAT	ⲟⲩⲱⲛϩ	ⲟⲩⲱⲛϩ	ⲟⲩⲟⲛϩ	C5087,C5088	revelation, declaration; reveal, be revealed, appear	1	1	1	1	1	20	486a	(intransitive) (mostly B), reveal, be revealed, appear (φαινειν, φανερος ειναι) (transitive) show, make clear (φαινειν, γνωριζειν, ομολογειν, παρρησιαζειν, δεικνυναι)			
378	ⲉϧⲣⲏⲓ	ADV	ⲉϧⲣⲏⲓ	ⲉϩⲣⲁⲓ 	ⲉϩⲣⲁⲓ	C6775	below, lower	0	0	0	0	0	19	_	_			verify; missing from CDO?
380	ⲙⲡ	ANEGPST	ⲙⲡⲉ	ⲙⲡⲉ	ⲙⲡ	C1972	neg perf. ANEGPST	0	0	0	0	0	19	_	_			
381	ϣⲁⲛ	CONJ	ϣⲁⲛ	ϫⲛ	ϫⲛ	C7228	or	1	1	0	0	0.5	19	568b	or (η)			verify, unique Bo word Crum 568b
382	ⲱⲟⲩ	N	ⲱⲟⲩ	ⲉⲟⲟⲩ	ⲉⲟⲟⲩ	C749	honour, glory	1	1	1	1	1	19	62a	honour, glory (δοξα)			
383	ⲓⲟⲙ	N	ⲓⲟⲙ	ⲉⲓⲟⲙ	ⲉⲓⲟⲙ	C895,C896	winevat; sea	1	1	1	1	1	19	77a	sea (θαλασσα) metaphorically ― trench, conduit ― wine press (ληνος, προληνιον)			
384	ⲓⲱⲧ	N	ⲓⲱⲧ	ⲉⲓⲱⲧ	ⲉⲓⲱⲧ	C992,C993	father	1	1	1	1	1	19	86b	father (πατηρ, γονευς) title of abbot, head of congregation			
385	ϩⲁⲓ	N	ϩⲁⲓ	ϩⲁⲓ	ϩⲁⲓ	C6349	husband	1	1	1	1	1	19	636b	husband (ανηρ)			
387	ⲃ	NUM	ⲃ	ⲃ	ⲃ	C317	two	0	0	0	0	0	19	_	_			
388	ⲥⲱ	V	ⲥⲱ	ⲥⲱ	ⲥⲱ	C3303,C3304,C3302	soaked reed, mat of reeds; drink	1	1	1	1	1	19	318a	drink ― intr: (πινειν, ποτιζεσθαι) ― tr: (πινειν, εκπινειν, υδροποτειν) p c, drinker			
389	ⲱϣ	V	ⲱϣ	ⲱϣ	ⲱϣ	C5595,C5601	cry, announce, sound	1	1	1	1	1	19	533a	cry, announce, sound ― intr: (ηχειν, βοαν, κραζειν) ― tr: (βοαν, καλειν) read S,A,sA,B,F ― intr: (αναγινωσκειν) ― tr: (αναγινωσκειν) promise, vow B ― intr: (ευχεσθαι, επαγγελεσθαι) ― tr: (ευχεσθαι, επαγγελεσθαι, ομολογειν) expect S (νομιζειν)			
390	ⲱⲟⲩ	V	ⲱⲟⲩ	ⲱⲟⲩ	_	C5589,C5593	be long; length (in ⲱⲟⲩ ⲛⲓⲁⲧ⸗, "blessing ...")	1	1	0	0	0.5	19	533a	(intransitive) be long, in compounds			verify; unique Bo word? see crum 533a
391	ϩⲓⲧ	V	ϧⲓϯ	ϩⲓⲧⲉ	ϩⲓⲧⲉ	C6898	move	0	0	1	1	0.5	19	718a	pit (βοθρος)			
392	ϩⲓⲧ	V	ϩⲓⲟⲩⲓ	ϩⲓⲟⲩⲉ	ϩⲓⲧ	C6977	strike, cast, lay	1	1	1	1	1	19	732b	(intransitive) be struck, whetted (οξυνειν) (qualitative) B (transitive) strike, cast, lay (δερειν, καταβαλλειν)			
393	ϩⲓⲟⲩⲓ	V	ϩⲓⲟⲩⲓ	ϩⲓⲟⲩⲉ	ϩⲓⲟⲩⲉ	C6977	strike, cast, lay	1	1	1	1	1	19	732b	(intransitive) be struck, whetted (οξυνειν) (qualitative) B (transitive) strike, cast, lay (δερειν, καταβαλλειν)			
394	ϩⲓⲧ	V	ϩⲓⲧⲉ	ϩⲓⲧⲉ	ϩⲓⲧⲉ	C6898	move	0	0	0	0	0	19	_	_			
395	ⲉⲣϩⲟϯ	V	ⲉⲣϩⲟϯ	ⲣϩⲟⲧⲉ	ⲣϩⲟⲧⲉ	C6905	to fear	0	0	0	0	0	19	_	_			verify; unique Bo word? see Crum 702b
396	ϩⲓⲧ	V	ϧⲓϯ	ϩⲓⲧⲉ	ϩⲓⲧⲉ	C6898	move	0	0	0	0	0	19	_	_			
398	ⲉϫⲱ	N	ⲁϫⲱ	ⲁϫⲱ	_	C301	viper	1	1	0	0	0.5	18	25b	viper (εχινος, εχιδνα)			confirm; unique Bo word?
399	ⲟⲩⲱⲧ	N	ⲟⲩⲱⲧ	ⲟⲩⲱⲧ	ⲟⲩⲱⲧ	C5190	single, alone, any, one and same	1	1	1	1	1	18	494a	single, alone, any, one & same (εις, ο αυτος, ομοιος) f S,sA without ⲛ- S			
400	ⲕⲱⲧ	N	ⲕⲱⲧ	ⲕⲱⲧ	ⲕⲱⲧ	C1383,C1385	building	0	0	0	0	0	18	_	_			
401	ϣⲟⲣⲡ	N	ϣⲟⲣⲡ	ϣⲟⲣⲡ	ϣⲟⲣⲡ	C6058,C6059	first	0	0	0	0	0	18	_	_			
403	ⲡⲉⲧⲉⲛ	PPOS	ⲡⲉⲧⲉⲛ	ⲡⲉⲧⲛ	ⲡⲉⲧⲛ	MISSING		0	0	0	0	0	18	_	_			
404	ⲡⲉⲥ	PPOS	ⲡⲉⲥ	ⲡⲉⲥ	ⲡⲉⲥ	MISSING		0	0	0	0	0	18	_	_			
405	ⲡⲉⲥ	PPOS	ⲡⲉϥ	ⲡⲉϥ	ⲡⲉϥ	MISSING		0	0	0	0	0	18	_	_			
406	ⲉⲣⲁⲧ	PREP	ⲉⲣⲁⲧ	ⲉⲣⲁⲧ	ⲉⲣⲁⲧ	C3173	to foot of, to	0	0	0	0	0	18	_	_			
407	ϩⲓϫⲉⲛ	PREP	ϩⲓϫⲉⲛ	ϩⲓϫⲛ	ϩⲓϫⲛ	C7508	upon, over	0	0	0	0	0	18	_	_			
408	ⲉϫⲱ	PREP	ⲉϫⲉⲛ	ⲉϫⲛ	ⲉϫⲱ	C7504	upon, over	0	0	0	0	0	18	_	_			
410	ⲕⲱⲧ	V	ⲕⲱⲧ	ⲕⲱⲧ	ⲕⲱⲧ	C1383,C1385	build, form	1	1	1	1	1	18	122a	build, form (οικοδομειν) metaph ― tr: edify, encourage spiritually ― intr: be edified			
411	ⲛⲟϩⲉⲙ	V	ⲛⲟϩⲉⲙ	ⲛⲟⲩϩⲙ	ⲛⲟⲩϩⲙ	C2662	be saved, safe, escape	1	1	1	1	1	18	243b	(intransitive) be saved, safe (σωζεσθαι) (transitive) save, preserve			
412	ⲥⲱⲟⲩⲛ	V	ⲥⲱⲟⲩⲛ	ⲥⲟⲟⲩⲛ	ⲥⲟⲟⲩⲛ	C3871,C3872	know	1	1	1	1	1	18	369b	(intransitive) know (ειδεναι, επιστασθαι, γινωσκειν) (transitive) ― (γινωσκειν) ― know sexually ― with ϫⲉ- ―― intr: ―― tr:			
413	ϣⲟⲣⲡ	V	ϣⲱⲣⲡ	ϣⲱⲣⲡ	ϣⲟⲣⲡ	C6055,C6056	morning; be early	1	1	1	1	1	18	586b	(intransitive) be early (qualitative) (ορθριος) tr (refl): (ορθριζειν)			
416	ⲥϧⲏⲟⲩⲧ	VSTAT	ⲥϧⲁⲓ	ⲥϩⲁⲓ	ⲥⲏϩ	C3972	write	1	1	1	1	1	18	381b	(intransitive) write (γραφειν) (transitive) ― (γραφειν, ζωγραφειν, διαγραφειν) ― register ― draw, paint			
418	ⲙⲡⲉⲛⲑⲣⲉ	ANEGJUS	ⲙⲡⲉⲛⲑⲣⲉ	ⲙⲡⲣⲧⲣⲉ	ⲙⲡⲣⲧⲣⲉ	MISSING	ANEGJUS	0	0	0	0	0	17	_	_			
419	ⲁⲗⲟⲩ	N	ⲁⲗⲟⲩ	ⲁⲗⲟⲩ	ⲁⲗⲟⲩ	C49,C48	youth, maiden	1	1	1	1	1	17	5a	youth, maiden (παις, παιδιον, νεος) servant			
420	ⲙⲁⲩ	N	ⲙⲁⲩ	ⲙⲁⲁⲩ	ⲙⲁⲁⲩ	C2160,C2161	mother	1	1	1	1	1	17	197a	mother (μητηρ) ― church as mother ― as title			
421	ⲫⲉ	N	ⲫⲉ	ⲡⲉ	ⲡⲉ	C2790	heaven, sky	1	1	1	1	1	17	259a	heaven, sky (ουρανος) | adjectival phrases compounds with preposition with m art + prep ⲉ-			
422	ⲉⲣⲫⲉⲓ	N	ⲉⲣⲫⲉⲓ	ⲣⲡⲉ	ⲣⲡⲉ	C3129	temple	1	1	1	1	1	17	298b	temple (ναος, ιερον)			
423	ϩⲙⲟⲧ	N	ϩⲙⲟⲧ	ϩⲙⲟⲧ	ϩⲙⲟⲧ	C6653	grace, gift	1	1	1	1	1	17	681a	grace, gift (χαρις) as adj			
424	ⲭⲱⲟⲩⲛⲓ	N	ⲕⲉ	ⲕⲉ	ⲕⲟⲟⲩⲉ	C1037,C1038,C1039	another, other, different	0	0	0	0	0	17	_	_			
426	ⲥⲛⲏⲩ	N	ⲥⲟⲛ	ⲥⲟⲛ	ⲥⲛⲏⲩ	C3583,C3584	brother	0	0	0	0	0	17	_	_			
428	ϣ	V	ϣ	ϣ	ϣ	C5673	know, be able, permitted	1	1	1	1	1	17	541a	impers vb, lit know, so be able, permitted (δυνασθαι, ισχυειν) ― with pronom subj ―― c neg pref often = adj in α―τος, unable to ―― sim with ⲁⲧ- B ― with nom subj			
429	ϣⲉⲛ	V	ϣⲓⲛⲓ	ϣⲓⲛⲉ	ϣⲓⲛⲉ	C5922	seek, ask	1	1	1	1	1	17	569a	(intransitive) seek, ask (πυνθανεσθαι, επισκεπτεσθαι, ζητειν, ερωταν) (transitive) ― (ερωταν, εξεταζειν) ― greet			
432	ⲟⲩⲣⲟ	N	ⲟⲩⲣⲟ	ⲣⲣⲟ	ⲣⲣⲟ	C3138	king	1	1	1	1	1	16	299a	king, queen (βασιλευς, αρχων, τυραννις, καισαρ, ηγουμενος) as adj royal			
433	ⲧⲉⲕ	N	ⲧⲉⲕ	ⲧⲉⲕ	ⲧⲉⲕ	MISSING		0	0	0	0	0	16	_	_			
434	ⲧⲁⲓ	PDEM	ⲫⲁⲓ	ⲡⲁⲓ	ⲧⲁⲓ	C4150		0	0	1	1	0.5	16	390a	here hence			
435	ⲧⲁⲓ	PDEM	ⲡⲁⲓ	ⲡⲁⲓ	ⲧⲁⲓ	C4150		0	0	0	0	0	16	_	_			
436	ⲧⲁⲓ	PDEM	ⲧⲁⲓ	ⲧⲁⲓ	ⲧⲁⲓ	x		0	0	0	0	0	16	_	_			lemma ⲡⲁⲓ
437	ⲑⲱⲛ	PINT	ⲑⲱⲛ	ⲧⲱⲛ	ⲧⲱⲛ	C4339	where?	0	0	0	0	0	16	_	_			
439	ⲛⲑⲟⲕ	PPERI	ⲛⲑⲟⲕ	ⲛⲧⲟⲕ	ⲛⲧⲟⲕ	C2556		0	0	0	0	0	16	_	_			
440	ⲧⲉⲕ	PPOS	ⲡⲉⲕ	ⲡⲉⲕ	ⲧⲉⲕ	MISSING		0	0	0	0	0	16	_	_			
441	ⲱⲗⲓ	V	ⲱⲗⲓ	ⲱⲗ	ⲱⲗ	C5464,C5445	striking, blow (in ⲡⲓϩⲓⲱ(ⲓ)ⲗⲓ)	1	0	0	0	0.25	16	522a	striking, blow			
442	ϯϩⲟ	V	ϯϩⲟ	ϯϩⲟ	ϯϩⲟ	C4760,C6400,C6401		0	0	0	0	0	16	_	_			
445	ⲡⲉϫⲱ	VBD	ⲡⲉϫⲉ	ⲡⲉϫⲉ	ⲡⲉϫⲁ	C3017		0	0	0	0	0	16	_	_			
446	ϯⲛⲟⲩ	ADV	ϯⲛⲟⲩ	ⲧⲉⲛⲟⲩ	ⲧⲉⲛⲟⲩ	C5047		0	0	0	0	0	15	_	_			
447	ⲙⲙⲁⲩⲁⲧ	IMOD	ⲙⲙⲁⲩⲁⲧ	ⲙⲁⲩⲁⲁ	ⲙⲁⲩⲁⲁ	C2176	alone, single	0	0	1	1	0.5	15	198b	alone, single (μονος, εις) own as pronoun, self			
448	ⲃⲁⲗ	N	ⲃⲁⲗ	ⲃⲱⲗ	ⲃⲱⲗ	C409,C404	loosen, untie [of chains, cords etc.]; solution, interpretation	0	0	1	1	0.5	15	32a	loosen, untie, mostly tr (λυειν) melt unstring interpret, explain scriptures, dreams &c (διερμηνευειν) be softened, persuaded weaken, make faint nullify order, deed dissolve, destroy pay			
449	ⲉⲛⲭⲁⲓ	N	ⲉⲛⲭⲁⲓ	ⲛⲕⲁ	ⲛⲕⲁ	C2452	thing (in general)	0	1	1	1	0.75	15	223a	thing in general thing to eat, food (προσφαγιον) as vessel (σπονδειον, σκευος) property, belongings (κτησις, υπαρξις)			
450	ⲥⲏⲟⲩ	N	ⲥⲏⲟⲩ	ⲥⲏⲩ	ⲥⲏⲩ	C3850	time, season	1	1	1	1	1	15	367b	time, season (oftenest B) (καιρος, χρονος)			
451	ⲥⲛⲏⲟⲩ	N	ⲥⲟⲛ	ⲥⲟⲛ	ⲥⲛⲏⲟⲩ	C3583	brother	1	1	1	1	1	15	342b	brother literal & figur (αδελφος)			
452	ⲉⲛⲭⲁⲓ	N	ⲛⲭⲁⲓ	ⲛⲕⲁ	ⲛⲕⲁ	C2452	thing (in general)	0	0	0	0	0	15	_	_			
454	ⲫⲁ	PPOS	ⲫⲁ	ⲡⲁ	ⲡⲁ	C2785	the . . . belonging to, the (man) of	1	0	1	1	0.75	15	259a	possessive article, the ... belonging to, the man of			
455	ⲡⲟⲩ	PPOS	ⲡⲟⲩ	ⲡⲟⲩ	ⲡⲟⲩ	MISSING		0	0	1	0	0.25	15	260b	possessive pronoun as noun mine, his &c			
456	ⲛⲉⲧⲉⲛ	PPOS	ⲡⲉⲧⲉⲛ	ⲡⲉⲧⲛ	ⲡⲉⲧⲛ	MISSING		0	0	0	0	0	15	_	_			
457	ⲛⲉⲧⲉⲛ	PPOS	ⲛⲉⲧⲉⲛ	ⲛⲉⲧⲛ	ⲛⲉⲧⲛ	MISSING		0	0	0	0	0	15	_	_			
459	ϩⲁⲣⲱ	PREP	ϩⲁ	ϩⲁ	ϩⲁⲣⲱ	C6333		0	0	0	0	0	15	_	_			
461	ⲑⲱⲟⲩϯ	V	ⲑⲱⲟⲩϯ	ⲧⲟⲟⲩⲧⲉ	ⲧⲟⲟⲩⲧⲉ	C4693	be gathered, be collected, assemble	1	1	1	1	1	15	447b	(intransitive) be gathered, collected (συναγειν, συνεχειν) (transitive) (S once), gather, collect (αγειν, συναγειν)			
462	ϫⲟⲩϣⲧ	V	ϫⲟⲩϣⲧ	ϭⲱϣⲧ	ϭⲱϣⲧ	C7982	look, see, perceive	1	1	1	1	1	15	837a	(intransitive) look, see (βλεπειν, θεωρειν, οραν, σκοπειν)			
463	ϭⲟϫⲓ	V	ϭⲟϫⲓ	ϭⲟϫⲓ	_	C8006	run	1	1	0	0	0.5	15	840b	(intransitive) run (τρεχειν, ορμαν)			verify: unique Bo word?
466	ⲁⲛⲁⲩ	VIMP	ⲛⲁⲩ	ⲛⲁⲩ	ⲁⲛⲁⲩ	C2578	look, behold	1	0	1	1	0.75	15	233b	(intransitive) look, behold ― no obj (οραν, ιδειν, βλεπειν) ―― with ϫⲉ-, see that, how ― c ⲉ-, sometimes + ethic dat ― with ⲉ- dat commodi ―― provide, seek out			
467	ⲙⲁϣⲉ	VIMP	ϣⲉ	ϣⲉ	ϣⲉ	C5698	go	1	0	1	1	0.75	15	544b	(intransitive) go ― c ethic dat (πορευεσθαι, απερχεσθαι, βαδιζειν) ― without dat tr (refl ?):			verify: unique Bo imp?
468	ⲑⲣⲉ	ACAUS	ⲑⲣⲉ	ⲧⲣⲉ	ⲧⲣⲉ	C4439	prefix of causative infinitive	1	1	1	1	1	14	430a	(transitive) cause to do (caus of ⲉⲓⲣⲉ) ― c ⲉ- ― without ⲉ- mostly as pref to vb			
469	ⲁⲫⲟⲧ	N	ⲁⲫⲟⲧ	ⲁⲡⲟⲧ	ⲁⲡⲟⲧ	C179	cup, chalice	1	1	1	1	1	14	14b	cup (ποτηριον)			
470	ϩⲏ	N	ϩⲏ	ϩⲏ	ϩⲏ	C6372,C6381,C6383,C6384,C6385		1	1	1	1	1	14	643a	season (?) (προδρομος (σταφυλης))			
471	ⲉⲣϩⲱⲃ	N	ⲉⲣϩⲱⲃ	ⲣϩⲱⲃ	ⲣϩⲱⲃ	C6430		0	0	0	0	0	14	_	_			
472	ⲣⲉϥϯⲥⲃⲱ	N	ⲣⲉϥϯⲥⲃⲱ	ⲣⲉϥϯⲥⲃⲱ	ⲣⲉϥϯⲥⲃⲱ	C3321		0	0	0	0	0	14	_	_			
474	ⲓⲃ	NUM	ⲓⲃ	ⲓⲃ	ⲓⲃ	C824_C317	num 12	0	0	0	0	0	14	_	_			
475	ⲧⲟⲩ	PPOS	ⲡⲟⲩ	ⲡⲟⲩ	ⲧⲟⲩ	C2787		0	0	0	0	0	14	_	_			
478	ⲙⲉⲛⲉⲛⲥⲁ	PREP	ⲙⲉⲛⲉⲛⲥⲁ	ⲙⲛⲛⲥⲁ	ⲙⲛⲛⲥⲁ	C3269		0	0	0	0	0	14	_	_			
479	ϩⲓⲱⲧ	PREP	ϩⲓ	ϩⲓ	ϩⲓⲱⲱ	C6389,C6387		0	0	0	0	0	14	_	_			
480	ⲥⲓⲛⲓ	V	ⲥⲓⲛⲓ	ⲥⲓⲛⲉ	ⲥⲓⲛⲉ	C3574,C3575	pass by, through, beyond, across; ploughshare	1	1	1	1	1	14	343b	(intransitive) pass by, through (παραγειν, παραπορευεσθαι, ερχεσθαι, διερχεσθαι) (qualitative) B (transitive) pass through, across			
481	ⲉⲣϩⲱⲃ	V	ⲉⲣϩⲱⲃ	ⲣϩⲱⲃ	ⲣϩⲱⲃ	C6430		0	0	0	0	0	14	_	_			
483	ⲟⲩⲁⲃ	VSTAT	ⲟⲩⲁⲃ	ⲟⲩⲟⲡ	ⲟⲩⲁⲁⲃ	C5096,C5097	be pure, be innocent; purity	0	0	0	0	0	14	_	_			
484	ⲙⲁⲣ	AJUS	ⲙⲁⲣⲉ	ⲙⲁⲣⲉ	ⲙⲁⲣ	C2004		0	0	0	0	0	13	_	_			
487	ⲥⲙⲏ	N	ⲥⲙⲏ	ⲥⲙⲏ	ⲥⲙⲏ	C3509	voice (of men and animals), sound (of things)	1	1	1	1	1	13	334b	voice ― of men (φωνη, ηχος) ― of animals ― sound of things ― as adj B, famed			
488	ⲥⲓϯ	N	ⲥⲓϯ	ⲥⲓⲧ	ⲥⲓⲧ	C3767	basilisk	1	1	1	0	0.75	13	359a	basilisk (βασιλισκος)			
489	ⲧⲱⲟⲩ	N	ⲧⲱⲟⲩ	ⲧⲟⲟⲩ	ⲧⲟⲟⲩ	C4661	mountain	1	1	1	1	1	13	440b	mountain (ορος) community of hermits, monastery cemetery in desert as adj of the hill, desert, so wild			
490	ⲟⲩⲁϩⲥⲁϩⲛⲓ	N	ⲟⲩⲁϩⲥⲁϩⲛⲓ	ⲟⲩⲉϩⲥⲁϩⲛⲉ	ⲟⲩⲉϩⲥⲁϩⲛⲉ	C3997	command	0	0	0	0	0	13	_	_			
492	ⲑⲏ	PDEM	ⲫⲏ	ⲡⲏ	ⲧⲏ	C4019	that (one)	0	0	0	0	0	13	_	_			
493	ϩⲓⲧⲟⲧ	PREP	ϩⲓⲧⲉⲛ	ϩⲓⲧⲛ	ϩⲓⲧⲟⲟⲧ	C4488	by the hand of, through, by from	0	0	0	0	0	13	_	_			
495	ⲥⲓϯ	V	ⲥⲓϯ	ⲥⲓⲧⲉ	ⲥⲓⲧⲉ	C3768	throw, sow, put	1	1	1	1	1	13	360b	(intransitive) throw, sow (oftener) & related meanings (σπειρειν, βαλλειν) (transitive) (σπειρειν, ριπτειν)			
496	ⲟⲩⲱⲣⲡ	V	ⲟⲩⲱⲣⲡ	ⲟⲩⲱⲣⲡ	ⲟⲩⲱⲣⲡ	C5122	send	1	1	1	1	1	13	489a	(intransitive) send (αποστελλειν) (transitive) (αποστελλειν, εξαποστελλειν, πεμπειν)			
497	ϣⲓⲛⲓ	V	ϣⲓⲛⲓ	ϣⲓⲛⲉ	ϣⲓⲛⲉ	C5922	seek, ask	1	1	1	1	1	13	569a	(intransitive) seek, ask (πυνθανεσθαι, επισκεπτεσθαι, ζητειν, ερωταν) (transitive) ― (ερωταν, εξεταζειν) ― greet			
498	ⲟⲩⲁϩⲥⲁϩⲛⲓ	V	ⲟⲩⲁϩⲥⲁϩⲛⲓ	ⲟⲩⲉϩⲥⲁϩⲛⲉ	ⲟⲩⲉϩⲥⲁϩⲛⲉ	C3996	to command	0	0	0	0	0	13	_	_			
499	ⲁⲣⲉϣⲁⲛ	ACOND	ⲁⲣⲉϣⲁⲛ	ⲉⲣϣⲁⲛ	ⲉⲣϣⲁⲛ	C716	if	1	1	1	1	1	12	59a	conditional verbal prefix formed of 2. present + ϣⲁⲛ,ϣⲁ if (εαν)			
500	ⲁⲓϣⲁⲛ	ACOND_PPERS	ⲁⲣⲉϣⲁⲛ_ⲁⲛⲟⲕ	ⲉⲣϣⲁⲛ_ⲁⲛⲟⲕ	ⲉⲓϣⲁⲛ	C716_C135		0	0	0	0	0	12	_	_			
501	ⲛϧⲣⲏⲓ	ADV	ⲛϧⲣⲏⲓ	ⲛϩⲣⲁⲓ	ⲛϩⲣⲁⲓ	C6776	below	0	0	0	0	0	12	_	_			
502	ⲁⲫⲉ	N	ⲁⲫⲉ	ⲁⲡⲉ	ⲁⲡⲉ	C165,C11276	head	1	1	1	1	1	12	13b	head ― of a living being (κεφαλη, κορυφη) ― metaphor ― as title, magistrate, chief ― capital of money			
503	ⲃⲁⲕⲓ	N	ⲃⲁⲕⲓ	ⲃⲁⲕⲓ	_	C347	city, town	1	1	0	0	0.5	12	30b	city, town (πολις)			verify; unique Bo word
504	ⲕⲟⲩϫⲓ	N	ⲕⲟⲩϫⲓ	ⲕⲟⲩⲓ	ⲕⲟⲩⲓ	C1052,C1053,C1054	small person/thing	1	1	1	1	1	12	92a	small person or thing, young person (μικρος, ολιγος, νηπιος) adjective ― small ― few ― young advb ― ⲛⲟⲩⲕ., a little (μικρον, ολιγον) ― ⲡⲕⲉⲕ., ⲕⲉⲕ, yet a little ― ⲙⲛⲛⲥⲁⲟⲩⲕ., after a little ― ϩⲁ-, ϧⲁ-, ϩⲓⲑⲏ ⲛⲟⲩⲕ., a little before ― ϣⲁⲧⲛⲟⲩⲕ. S mostly ⲡⲁⲣⲁ, almost ― ⲡⲣⲟⲥ ⲟⲩⲕ., for a little ― ⲕⲁⲧⲁ ⲕ., occasionally ― ⲕⲟⲩⲓ ⲕⲟⲩⲓ, ⲛⲕ. ⲕ., little by little			
505	ⲛⲟⲃⲓ	N	ⲛⲟⲃⲓ	ⲛⲟⲃⲉ	ⲛⲟⲃⲉ	C2432	sin	1	1	1	1	1	12	222a	sin (αμαρτια, αμαρτημα, παραπτωμα)			
506	ⲥⲟⲡ	N	ⲥⲟⲡ	ⲥⲟⲡ	ⲥⲟⲡ	C3655	occasion, time (vices), turn, round (of prayer or reading)	1	1	1	1	1	12	349b	noun ― ocassion, time (vices), turn ― ⲥⲟⲡ ... ⲥⲟⲡ, now ... again ― turn, round of prayer or reading adverbial with numerals			
507	ⲱⲛϧ	N	ⲱⲛϧ	ⲱⲛϩ	ⲱⲛϩ	C5509	life	0	0	0	0	0	12	_	_			
510	ⲣⲉϥⲙⲱⲟⲩⲧ	N	ⲣⲉϥⲙⲱⲟⲩⲧ	ⲣⲉϥⲙⲟⲟⲩⲧ	ⲣⲉϥⲙⲟⲟⲩⲧ	C1813	dead person	0	0	0	0	0	12	_	_			
511	ⲅ	NUM	ⲅ	ⲅ	ⲅ	C612	num. three	0	0	0	0	0	12	_	_			
512	ⲛⲧⲉⲛ	PREP	ⲛⲧⲉⲛ	ⲛⲧⲛ	ⲛⲧⲛ	C4485	in, by the hand of, by, with	0	0	0	0	0	12	_	_			
