tla	cop	egy_num	egy_lemma	demo_num	demo_lemma	english	german	tla_link	tla_link_d	MT
C3285	ⲥⲉ	147350	st	d5702	st	it (depen. pron., 3rd per. sing.)	es [Enkl. Pron. sg.3.c.]	https://thesaurus-linguae-aegyptiae.de/lemma/147350	https://thesaurus-linguae-aegyptiae.de/lemma/d5702	0
C3286	ⲥⲉ	854540	s.t	d4948	s.t	seat; position; position; throne; residence	Sitz; Stelle; Stellung; Thron; Wohnsitz	https://thesaurus-linguae-aegyptiae.de/lemma/854540	https://thesaurus-linguae-aegyptiae.de/lemma/d4948	1
C3288	ⲥⲉⲓ	126200	sꜣi̯	d5017	sj	to be sated; to sate	satt sein; sättigen	https://thesaurus-linguae-aegyptiae.de/lemma/126200	https://thesaurus-linguae-aegyptiae.de/lemma/d5017	0
C3295	ⲥⲟ	125600	zꜣ	d4969	sꜣ	protection	Schutz	https://thesaurus-linguae-aegyptiae.de/lemma/125600	https://thesaurus-linguae-aegyptiae.de/lemma/d4969	0
C3302	ⲥⲱ	129610	sw.t	NA	NA	sedge plant	[Binse (auch als Symbol für O.Äg.)]	https://thesaurus-linguae-aegyptiae.de/lemma/129610	_	0
C3303	ⲥⲱ	129610	sw.t	NA	NA	sedge plant	[Binse (auch als Symbol für O.Äg.)]	https://thesaurus-linguae-aegyptiae.de/lemma/129610	_	0
C3304	ⲥⲱ	130360	zwr	d5132	swr	to drink	trinken	https://thesaurus-linguae-aegyptiae.de/lemma/130360	https://thesaurus-linguae-aegyptiae.de/lemma/d5132	0
C3312	ⲥⲃⲉ	131200	sbꜣ	d5177	sbꜣ	door; doorway; portal	Tor; Tür; Türflügel	https://thesaurus-linguae-aegyptiae.de/lemma/131200	https://thesaurus-linguae-aegyptiae.de/lemma/d5177	0
C3313	ⲥⲃⲟ	131210	sbꜣ	d5183	sbꜣ	to teach; to tend	unterrichten; erziehen	https://thesaurus-linguae-aegyptiae.de/lemma/131210	https://thesaurus-linguae-aegyptiae.de/lemma/d5183	0
C3314	ⲥⲃⲱ	131390	sbꜣ.yt	d5185	sbꜣ(.t)	teaching; instruction; punishment	Lehre; Unterweisung; Strafe	https://thesaurus-linguae-aegyptiae.de/lemma/131390	https://thesaurus-linguae-aegyptiae.de/lemma/d5185	0
C3327	ⲥⲁⲃⲉ	131320	sbꜣ.w	NA	NA	teacher; instructor	Lehrer; Erzieher (Titel)	https://thesaurus-linguae-aegyptiae.de/lemma/131320	_	0
C3328	ⲥⲁⲃⲏ	131320	sbꜣ.w	NA	NA	teacher; instructor	Lehrer; Erzieher (Titel)	https://thesaurus-linguae-aegyptiae.de/lemma/131320	_	0
C3329	ⲥⲁⲃⲏ	131320	sbꜣ.w	NA	NA	teacher; instructor	Lehrer; Erzieher (Titel)	https://thesaurus-linguae-aegyptiae.de/lemma/131320	_	0
C3330	ⲥⲁⲃⲉ	856678	sbꜣ	dm910	sbꜣ	wise; clever	weise; klug	https://thesaurus-linguae-aegyptiae.de/lemma/856678	https://thesaurus-linguae-aegyptiae.de/lemma/dm910	1
C3331	ⲥⲁⲃⲏ	856678	sbꜣ	dm910	sbꜣ	wise; clever	weise; klug	https://thesaurus-linguae-aegyptiae.de/lemma/856678	https://thesaurus-linguae-aegyptiae.de/lemma/dm910	1
C3337	ⲥⲃⲟⲩⲓ	131230	sbꜣ	NA	NA	pupil	Zögling	https://thesaurus-linguae-aegyptiae.de/lemma/131230	_	0
C3339	ⲥⲏⲃ	131530	sbj	d5182	sbꜣ	rebel	Frevler; Rebell	https://thesaurus-linguae-aegyptiae.de/lemma/131530	https://thesaurus-linguae-aegyptiae.de/lemma/d5182	0
C3340	ⲥⲏⲃⲉ	131120	sb.t	d5194	sbj.t	reed	[ein Schilfrohr (als Inhaliergerät)]	https://thesaurus-linguae-aegyptiae.de/lemma/131120	https://thesaurus-linguae-aegyptiae.de/lemma/d5194	0
C3343	ⲥⲓⲃ	131040	zb.t	d5033	sjb	wrong; evil	Verdorbenes; Ungeziefer	https://thesaurus-linguae-aegyptiae.de/lemma/131040	https://thesaurus-linguae-aegyptiae.de/lemma/d5033	0
C3344	ⲥⲱⲃⲉ	132270	zbṯ	d5193	sbj	to laugh	lachen	https://thesaurus-linguae-aegyptiae.de/lemma/132270	https://thesaurus-linguae-aegyptiae.de/lemma/d5193	0
C3351	ⲥⲃⲃⲉ	128750	sꜥb	NA	NA	to cleanse; to purify	reinigen	https://thesaurus-linguae-aegyptiae.de/lemma/128750	_	0
C3357	ⲥⲃⲟⲕ	NA	NA	dm8051	sbq	[leg]	klein sein, jung sein; wenig sein, gering sein; kurz sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm8051	0
C3360	ⲥⲃⲗⲧⲉ	131760	zbn	NA	NA	to slide away; to steer (a ship) off course; to make fall	gleiten; straucheln; fehlleiten; umstürzen	https://thesaurus-linguae-aegyptiae.de/lemma/131760	_	0
C3361	ⲥⲉⲃⲉⲛ	131770	sbn	d5197	sbn(ꜣ)	bandage (especially of mummies)	Binde	https://thesaurus-linguae-aegyptiae.de/lemma/131770	https://thesaurus-linguae-aegyptiae.de/lemma/d5197	0
C3363	ⲥⲟⲃⲛ	131850	sbnj	NA	NA	to make sweet (i.e., pleasant)	angenehm machen	https://thesaurus-linguae-aegyptiae.de/lemma/131850	_	0
C3364	ⲥⲓⲃⲧ	NA	NA	d5221	sbt(.t)	[to be sharp]	Hügel	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5221	0
C3365	ⲥⲟⲃⲧ	132260	sbtj	d5222	sbt	wall; rampart	Mauer; Befestigung	https://thesaurus-linguae-aegyptiae.de/lemma/132260	https://thesaurus-linguae-aegyptiae.de/lemma/d5222	0
C3366	ⲥⲟⲃⲧⲉ	133370	spdd	d5224	sbt(j)	to equip	ausrüsten	https://thesaurus-linguae-aegyptiae.de/lemma/133370	https://thesaurus-linguae-aegyptiae.de/lemma/d5224	0
C3373	ⲥⲃϣⲉ	131980	sbḫ.t	d5209	sbšj(.t)	[pylon-shaped pectoral amulet]	Brusttafel (Amulett)	https://thesaurus-linguae-aegyptiae.de/lemma/131980	https://thesaurus-linguae-aegyptiae.de/lemma/d5209	0
C3374	ⲥⲃⲱϩ	131900	sbḥ	d5205	sbḥ(ꜣ)	to cry out	schreien	https://thesaurus-linguae-aegyptiae.de/lemma/131900	https://thesaurus-linguae-aegyptiae.de/lemma/d5205	0
C3375	ⲥⲉⲥⲃⲟϩ	NA	NA	d4960	s.t-sbḥ	Place of Supplication	Platz des Flehens	_	https://thesaurus-linguae-aegyptiae.de/lemma/d4960	1
C3376	ⲥⲉⲥⲃⲟϩ	NA	NA	d4960	s.t-sbḥ	Place of Supplication	Platz des Flehens	_	https://thesaurus-linguae-aegyptiae.de/lemma/d4960	1
C3377	ⲥⲉⲥⲃⲟϩ	NA	NA	d4960	s.t-sbḥ	Place of Supplication	Platz des Flehens	_	https://thesaurus-linguae-aegyptiae.de/lemma/d4960	1
C3379	ⲥⲱⲃϩ	131930	sbḥ	d5204	sbḥ(ꜣ)	leprosy	Lepra	https://thesaurus-linguae-aegyptiae.de/lemma/131930	https://thesaurus-linguae-aegyptiae.de/lemma/d5204	0
C3380	ⲥⲟⲓ	125670	sꜣ	dm332	sꜣ	back; back (of something)	Rücken; Rückseite	https://thesaurus-linguae-aegyptiae.de/lemma/125670	https://thesaurus-linguae-aegyptiae.de/lemma/dm332	0
C3381	ⲥⲟⲓ	126360	zꜣw	d5016	sj	beam; baulk	Balken	https://thesaurus-linguae-aegyptiae.de/lemma/126360	https://thesaurus-linguae-aegyptiae.de/lemma/d5016	0
C3382	ⲥⲟⲓ	126360	zꜣw	d5016	sj	beam; baulk	Balken	https://thesaurus-linguae-aegyptiae.de/lemma/126360	https://thesaurus-linguae-aegyptiae.de/lemma/d5016	0
C3385	ⲥⲱⲓ	131460	zbi̯	NA	NA	to go; to conduct; to send; to attain	(weg)gehen; führen; aussenden; durchlaufen; verbrennen	https://thesaurus-linguae-aegyptiae.de/lemma/131460	_	0
C3387	ⲥⲁⲉⲓⲛ	855957	zwn.w	d5130	swnw	Physician	Arzt	https://thesaurus-linguae-aegyptiae.de/lemma/855957	https://thesaurus-linguae-aegyptiae.de/lemma/d5130	1
C3388	ⲥⲁⲉⲓⲛ	855957	zwn.w	d5130	swnw	Physician	Arzt	https://thesaurus-linguae-aegyptiae.de/lemma/855957	https://thesaurus-linguae-aegyptiae.de/lemma/d5130	1
C3390	ⲥⲓⲟⲩⲣ	138920	sr	d5378	sr(e)	nobleman; official	Vornehmer; hoher Beamter; Magistrat	https://thesaurus-linguae-aegyptiae.de/lemma/138920	https://thesaurus-linguae-aegyptiae.de/lemma/d5378	0
C3391	ⲥⲟⲉⲓⲧ	NA	NA	d5065	sjt	[to pull, drag]	Ruhm, Lob	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5065	0
C3397	ⲥⲓⲟⲟⲩⲛ	NA	NA	d4951	s(.t)-ı ͗n	bath; bath tax	Bad; Badsteuer	_	https://thesaurus-linguae-aegyptiae.de/lemma/d4951	1
C3398	ⲥⲟⲉⲓϣ	NA	NA	d5052	sjḫ	[to even out, make level]	Paar; Stück; Partner	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5052	0
C3403	ⲥⲁⲕ	145990	sqꜣ.w	d5642	sqꜣ	[highest point (?)]	[höchster Punkt (?) (Äther?)]; Erhöhung	https://thesaurus-linguae-aegyptiae.de/lemma/145990	https://thesaurus-linguae-aegyptiae.de/lemma/d5642	0
C3407	ⲥⲟⲕ	127380	sꜣq	d5099	sꜥq	mat	Matte	https://thesaurus-linguae-aegyptiae.de/lemma/127380	https://thesaurus-linguae-aegyptiae.de/lemma/d5099	1
C3408	ⲥⲱⲕ	127330	sꜣq	d5632	sq	to pull together; to be wary of	zusammenfügen; sich zusammennehmen	https://thesaurus-linguae-aegyptiae.de/lemma/127330	https://thesaurus-linguae-aegyptiae.de/lemma/d5632	0
C3423	ⲥⲓⲕⲉ	854552	ski̯	d5634	sq	perish; perish; destroy; eliminate	untergehen; zu Grunde gehen; vernichten; beseitigen	https://thesaurus-linguae-aegyptiae.de/lemma/854552	https://thesaurus-linguae-aegyptiae.de/lemma/d5634	1
C3428	ⲥⲁⲕⲃⲓ	146060	sqbb	NA	NA	to cool; to refresh	kühlen; Wasser sprengen (Kulthandlung)	https://thesaurus-linguae-aegyptiae.de/lemma/146060	_	0
C3429	ⲥⲕⲁⲓ	146610	skꜣ	d5658	skꜣ	to plough; to cultivate	pflügen; Acker bestellen	https://thesaurus-linguae-aegyptiae.de/lemma/146610	https://thesaurus-linguae-aegyptiae.de/lemma/d5658	0
C3431	ⲥⲕⲓⲙ	146790	skm	NA	NA	balding; greying (of the hair)	Ergrauen	https://thesaurus-linguae-aegyptiae.de/lemma/146790	_	0
C3435	ⲥⲕⲙⲕⲓⲙ	65650	skmkm	NA	NA	destruction	Zerstörung	https://thesaurus-linguae-aegyptiae.de/lemma/65650	_	1
C3440	ⲥⲕⲉⲛϩⲟ	NA	NA	d5639	sq-(n-)ḥr	respected (or similar); [substantivized] reputation	angesehen (o.ä.); [substantiviert] Ansehen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5639	1
C3442	ⲥⲕⲁⲡ	146080	sqbb.wj	NA	NA	cool room (for food); bathroom	kühler Raum (für Speisen); Baderaum	https://thesaurus-linguae-aegyptiae.de/lemma/146080	_	0
C3443	ⲥⲕⲟⲣⲕⲣ	146260	sqrqr	dm2753	sqlql	to roll around (in bed, of a feverish patient)	(hin und her) rollen	https://thesaurus-linguae-aegyptiae.de/lemma/146260	https://thesaurus-linguae-aegyptiae.de/lemma/dm2753	0
C3447	ⲥⲉⲕⲥⲓⲕ	146980	sksk	NA	NA	to illumine	erhellen	https://thesaurus-linguae-aegyptiae.de/lemma/146980	_	0
C3453	ⲥⲗⲏ	NA	NA	d5425	slꜣ(.t)	coffin	Sarg	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5425	1
C3454	ⲥⲟⲗ	NA	NA	d5422	sl	wick	Docht	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5422	1
C3455	ⲥⲱⲗ	126840	sꜣr	d5383	sr	to sieve (?)	(durch)sieben	https://thesaurus-linguae-aegyptiae.de/lemma/126840	https://thesaurus-linguae-aegyptiae.de/lemma/d5383	0
C3459	ⲥⲁⲗⲟⲩⲕⲓ	139840	srq	NA	NA	[a fish]	[ein Fisch (Petrocephalus)]	https://thesaurus-linguae-aegyptiae.de/lemma/139840	_	0
C3475	ⲥⲟⲗⲥⲉⲗ	NA	NA	d5433	slsl	[to spread out, stretch]	schmücken, verzieren	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5433	0
C3499	ⲥⲱⲗϭ	NA	NA	d5435	slk	[to creep]	salben	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5435	0
C3503	ⲥⲗⲟϭⲗϭ	NA	NA	d5412	srkrk	[to creep]	glätten(?); schärfen, wetzen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5412	0
C3509	ⲥⲙⲏ	134830	smj	dm7796	smj	report; acknowledgment; accusation	Meldung; Antwort; Anklage	https://thesaurus-linguae-aegyptiae.de/lemma/134830	https://thesaurus-linguae-aegyptiae.de/lemma/dm7796	0
C3519	ⲥⲙⲟⲩ	134640	smꜣꜥ	d5287	smꜣꜥ	to worship	beten (zu)	https://thesaurus-linguae-aegyptiae.de/lemma/134640	https://thesaurus-linguae-aegyptiae.de/lemma/d5287	0
C3525	ⲥⲓⲙ	134140	sm.w	d5275	sm	plants; vegetables; pasture	Kraut; Futterkraut; Gemüse	https://thesaurus-linguae-aegyptiae.de/lemma/134140	https://thesaurus-linguae-aegyptiae.de/lemma/d5275	0
C3526	ⲥⲙⲉ	134140	sm.w	d5275	sm	plants; vegetables; pasture	Kraut; Futterkraut; Gemüse	https://thesaurus-linguae-aegyptiae.de/lemma/134140	https://thesaurus-linguae-aegyptiae.de/lemma/d5275	0
C3529	ⲥⲱⲱⲙⲉ	136700	snꜥꜥ	NA	NA	to make smooth; to grind	glätten; (fein) zerreiben	https://thesaurus-linguae-aegyptiae.de/lemma/136700	_	0
C3531	ⲥⲙⲙⲉ	134820	smj	d5288	smj	to report; to complain	berichten; melden; verklagen	https://thesaurus-linguae-aegyptiae.de/lemma/134820	https://thesaurus-linguae-aegyptiae.de/lemma/d5288	0
C3534	ⲁⲛⲥⲙⲙⲉ	NA	NA	dm7838	ꜥn-smj	message, report; promise(?)	Meldung, Bericht; Versprechen(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm7838	1
C3537	ⲥⲙⲓⲛⲉ	851677	smn	d5298	smn	stay; let stay	bleiben; bleiben lassen	https://thesaurus-linguae-aegyptiae.de/lemma/851677	https://thesaurus-linguae-aegyptiae.de/lemma/d5298	1
C3544	ⲥⲙⲟⲩⲛⲉ	135180	smn	d5297	smn	Nile goose	Nilgans	https://thesaurus-linguae-aegyptiae.de/lemma/135180	https://thesaurus-linguae-aegyptiae.de/lemma/d5297	0
C3556	ⲥⲓⲙⲥⲓⲙ	NA	NA	dm3386	smsm	Sesame(?)	Sesam(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm3386	1
C3557	ⲥⲙⲟⲧ	NA	NA	d5318	smt(e)	[to wander, roam]	Art, Gestalt, Gleiches, Aussehen; Ähnlichkeit; Angelegenheit; (mit pꜣ davor) ebenso	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5318	0
C3558	ⲥⲙⲟⲧ	NA	NA	d5318	smt(e)	[to wander, roam]	Art, Gestalt, Gleiches, Aussehen; Ähnlichkeit; Angelegenheit; (mit pꜣ davor) ebenso	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5318	0
C3564	ⲥⲱⲙⲧ	NA	NA	d5085	sꜥmt	expand	sich ausdehnen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5085	1
C3566	ⲥⲙⲁⲩ	134360	smꜣ	d5280	sme	scalp; temple (of the head)	Schläfenhaare; Schläfe; Seite des Kopfes	https://thesaurus-linguae-aegyptiae.de/lemma/134360	https://thesaurus-linguae-aegyptiae.de/lemma/d5280	0
C3567	ⲥⲙⲁϩ	135540	smḥ	d5307	smḥ	branch	Zweig	https://thesaurus-linguae-aegyptiae.de/lemma/135540	https://thesaurus-linguae-aegyptiae.de/lemma/d5307	1
C3571	ⲥⲁⲙⲁϩⲏⲣ	NA	NA	d6040	šmr(e)	[fennel]	Fenchel	_	https://thesaurus-linguae-aegyptiae.de/lemma/d6040	0
C3573	ⲥⲏⲛⲉ	138640	snṯ.y	dm3579	snꜣ	deckhouse; cabin (of a divine bark)	Kajüte (auf dem Boot)	https://thesaurus-linguae-aegyptiae.de/lemma/138640	https://thesaurus-linguae-aegyptiae.de/lemma/dm3579	0
C3574	ⲥⲓⲛⲉ	136140	zn	NA	NA	plowshare	Pflugschar	https://thesaurus-linguae-aegyptiae.de/lemma/136140	_	0
C3575	ⲥⲓⲛⲉ	854546	zni̯	d5336	snj	come close to; surpass; pass; pass by; separate (from); cut off; sever (oneself); be similar	herankommen an; übertreffen; vorbeigehen; passieren; (sich) trennen (von); abschneiden; (sich) abtrennen; ähnlich sein	https://thesaurus-linguae-aegyptiae.de/lemma/854546	https://thesaurus-linguae-aegyptiae.de/lemma/d5336	1
C3583	ⲥⲟⲛ	136230	sn	d5324	sn	brother	Bruder	https://thesaurus-linguae-aegyptiae.de/lemma/136230	https://thesaurus-linguae-aegyptiae.de/lemma/d5324	0
C3584	ⲥⲟⲛ	136230	sn	d5324	sn	brother	Bruder	https://thesaurus-linguae-aegyptiae.de/lemma/136230	https://thesaurus-linguae-aegyptiae.de/lemma/d5324	0
C3587	ⲥⲱⲛⲉ	136260	sn.t	d5330	sn(.t)	sister; beloved	Schwester; Geliebte	https://thesaurus-linguae-aegyptiae.de/lemma/136260	https://thesaurus-linguae-aegyptiae.de/lemma/d5330	0
C3588	ⲥⲱⲛⲉ	136260	sn.t	d5330	sn(.t)	sister; beloved	Schwester; Geliebte	https://thesaurus-linguae-aegyptiae.de/lemma/136260	https://thesaurus-linguae-aegyptiae.de/lemma/d5330	0
C3591	ⲥⲛⲁⲉⲓⲛ	NA	NA	d5339	snjn	[to cutt off, sever]	auf- und abgehen; eilen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5339	0
C3593	ⲥⲛⲏⲓⲛⲓ	NA	NA	d5341	snjn.t	water, source	Wasser, Quelle	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5341	1
C3594	ⲥⲱⲛⲕ	138280	snq	d5359	snqj	to suckle	säugen; saugen	https://thesaurus-linguae-aegyptiae.de/lemma/138280	https://thesaurus-linguae-aegyptiae.de/lemma/d5359	0
C3599	ⲥⲁⲛⲛⲉϩ	137910	znḥm	NA	NA	locust; grasshopper	Wanderheuschrecke	https://thesaurus-linguae-aegyptiae.de/lemma/137910	_	0
C3602	ⲥⲛⲥⲛ	138130	snsn	d5356	snsn	to smell; to inhale	riechen, atmen	https://thesaurus-linguae-aegyptiae.de/lemma/138130	https://thesaurus-linguae-aegyptiae.de/lemma/d5356	0
C3603	ⲥⲛⲁⲧ	138730	snḏ	d5361	snd	to fear; to be afraid	fürchten	https://thesaurus-linguae-aegyptiae.de/lemma/138730	https://thesaurus-linguae-aegyptiae.de/lemma/d5361	0
C3604	ⲥⲁⲛⲟⲩⲑ	138790	snḏ.w	NA	NA	frightened one; timid one	Furchtsamer	https://thesaurus-linguae-aegyptiae.de/lemma/138790	_	0
C3605	ⲥⲟⲛⲧⲉ	138670	snṯr	d5368	snṯr	incense	Weihrauch	https://thesaurus-linguae-aegyptiae.de/lemma/138670	https://thesaurus-linguae-aegyptiae.de/lemma/d5368	0
C3606	ⲥⲱⲛⲧ	138620	snṯi̯	dm3322	snṱ	to found	gründen; schaffen	https://thesaurus-linguae-aegyptiae.de/lemma/138620	https://thesaurus-linguae-aegyptiae.de/lemma/dm3322	0
C3613	ⲥⲛⲧⲉ	138580	snṯ.t	dm468	sntj.t	foundation; plan (for a building)	Grundmauerwerk; Bauplan	https://thesaurus-linguae-aegyptiae.de/lemma/138580	https://thesaurus-linguae-aegyptiae.de/lemma/dm468	0
C3614	ⲥⲱⲛⲧ	138620	snṯi̯	dm3322	snṱ	to found	gründen; schaffen	https://thesaurus-linguae-aegyptiae.de/lemma/138620	https://thesaurus-linguae-aegyptiae.de/lemma/dm3322	0
C3616	ⲥⲛⲁⲩ	136210	sn.w	NA	NA	two	zwei	https://thesaurus-linguae-aegyptiae.de/lemma/136210	_	0
C3618	ⲥⲛⲁⲩ	136210	sn.w	NA	NA	two	zwei	https://thesaurus-linguae-aegyptiae.de/lemma/136210	_	0
C3627	ⲙⲉϩⲥⲛⲁⲩ	NA	NA	d2607	mḥ-2	representative, assistant	Vertreter, Assistent	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2607	1
C3629	ⲥⲁⲁⲛϣ	128910	sꜥnḫ	d5087	sꜥnḫ	to make live; to perpetuate; to nourish	beleben; versorgen	https://thesaurus-linguae-aegyptiae.de/lemma/128910	https://thesaurus-linguae-aegyptiae.de/lemma/d5087	0
C3637	ⲥⲛⲟϥ	137250	znf	d5349	snf(e)	blood	Blut	https://thesaurus-linguae-aegyptiae.de/lemma/137250	https://thesaurus-linguae-aegyptiae.de/lemma/d5349	0
C3642	ⲥⲛⲟⲩϥ	137300	snf	d5350	snfe	previous year	Vorjahr	https://thesaurus-linguae-aegyptiae.de/lemma/137300	https://thesaurus-linguae-aegyptiae.de/lemma/d5350	1
C3643	ⲥⲱⲛϩ	137850	snḥ	d5355	snḥ	to tie up; to fetter	binden, fesseln	https://thesaurus-linguae-aegyptiae.de/lemma/137850	https://thesaurus-linguae-aegyptiae.de/lemma/d5355	0
C3647	ⲥⲛⲁϩ	500330	snḥ	NA	NA	fetter(s)	Fessel	https://thesaurus-linguae-aegyptiae.de/lemma/500330	_	0
C3648	ⲥⲓⲛⲁϩⲃⲓ	137210	snw-p.t	d5344	snw-p.t	[a plant]	Senf	https://thesaurus-linguae-aegyptiae.de/lemma/137210	https://thesaurus-linguae-aegyptiae.de/lemma/d5344	0
C3649	ⲥⲡ-	NA	NA	d3935	ḥꜣ.t-sp	year; regnal year	Regierungsjahr	_	https://thesaurus-linguae-aegyptiae.de/lemma/d3935	0
C3650	ⲥⲡ-	NA	NA	d3935	ḥꜣ.t-sp	year; regnal year	Regierungsjahr	_	https://thesaurus-linguae-aegyptiae.de/lemma/d3935	0
C3651	ⲥⲉⲉⲡⲉ	132710	zpi̯	d5247	sp(j)	to remain over; to be left (abandoned); to be left out (excluded)	übrig bleiben; übrig lassen	https://thesaurus-linguae-aegyptiae.de/lemma/132710	https://thesaurus-linguae-aegyptiae.de/lemma/d5247	0
C3653	ⲥⲏⲡⲉ	132730	zp.yt	dm745	sp	remainder; remnant	Rest	https://thesaurus-linguae-aegyptiae.de/lemma/132730	https://thesaurus-linguae-aegyptiae.de/lemma/dm745	0
C3654	ⲥⲏⲡⲉ	132730	zp.yt	dm745	sp	remainder; remnant	Rest	https://thesaurus-linguae-aegyptiae.de/lemma/132730	https://thesaurus-linguae-aegyptiae.de/lemma/dm745	0
C3655	ⲥⲟⲡ	854543	zp	d5230	sp	case; matter; being; mark; remedy, means	Fall; Angelegenheit; Wesen; Mal; Heilmittel, Mittel	https://thesaurus-linguae-aegyptiae.de/lemma/854543	https://thesaurus-linguae-aegyptiae.de/lemma/d5230	1
C3662	ⲉⲟⲩⲥⲟⲡ	NA	NA	dm531	(n-)wꜥ-sp	all at once, all together, together	auf einmal, alle zusammen, zusammen	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm531	1
C3669	ⲥⲱⲡ	132400	sp	d5232	sp(j)	to dip; to soak	tunken, einweichen, untertauchen	https://thesaurus-linguae-aegyptiae.de/lemma/132400	https://thesaurus-linguae-aegyptiae.de/lemma/d5232	0
C3671	ⲥⲱⲡⲉ	132440	sp.t	d5252	spꜥ	lip; edge; bank; shore	Lippe; Rand; Ufer	https://thesaurus-linguae-aegyptiae.de/lemma/132440	https://thesaurus-linguae-aegyptiae.de/lemma/d5252	0
C3674	ⲥⲡⲗⲏⲗⲓⲛ	NA	NA	d5255	spleljn	compress, bandage	Kompresse, Verband	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5255	1
C3675	ⲥⲡⲓⲣ	132820	spr	d5251	spjr	rib; ribs (esp. as an offering)	Rippe; Rippenstück; Spant	https://thesaurus-linguae-aegyptiae.de/lemma/132820	https://thesaurus-linguae-aegyptiae.de/lemma/d5251	0
C3683	ⲥⲡⲟⲧⲟⲩ	132440	sp.t	d5259	spt(.w)	lip; edge; bank; shore	Lippe; Rand; Ufer	https://thesaurus-linguae-aegyptiae.de/lemma/132440	https://thesaurus-linguae-aegyptiae.de/lemma/d5259	0
C3684	ⲥⲣⲟ	138880	zr	d700	ı ͗sw	ram	Widder	https://thesaurus-linguae-aegyptiae.de/lemma/138880	https://thesaurus-linguae-aegyptiae.de/lemma/d700	0
C3685	ⲥⲓⲣ	NA	NA	d5046	sjr	[butter]	Butter	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5046	0
C3687	ⲥⲓⲣ	138980	sr	NA	NA	hair (of a woman, of an animal)	Haar; Perücke	https://thesaurus-linguae-aegyptiae.de/lemma/138980	_	0
C3688	ⲥⲓⲣ	854835	zr	NA	NA	[a disease]	[eine Krankheit]	https://thesaurus-linguae-aegyptiae.de/lemma/854835	_	1
C3690	ⲥⲟⲩⲣⲉ	139070	sr.t	d5390	sr.t	thorn; spine	Dorn; Stachel	https://thesaurus-linguae-aegyptiae.de/lemma/139070	https://thesaurus-linguae-aegyptiae.de/lemma/d5390	0
C3694	ⲥⲱⲣ	139020	sr	d5382	sr	spread	ausbreiten	https://thesaurus-linguae-aegyptiae.de/lemma/139020	https://thesaurus-linguae-aegyptiae.de/lemma/d5382	1
C3703	ⲥⲟⲣⲙ	139490	zrm.t	NA	NA	[beer made of dates]	[ein Bier (aus Datteln)]; Dattelpressrückstand	https://thesaurus-linguae-aegyptiae.de/lemma/139490	_	0
C3704	ⲥⲱⲣⲙ	131760	zbn	d5401	srm	to slide away; to steer (a ship) off course; to make fall	gleiten; straucheln; fehlleiten; umstürzen	https://thesaurus-linguae-aegyptiae.de/lemma/131760	https://thesaurus-linguae-aegyptiae.de/lemma/d5401	0
C3714	ⲥⲣⲟⲙⲣⲙ	131840	zbnbn	NA	NA	to wander	sich ergehen	https://thesaurus-linguae-aegyptiae.de/lemma/131840	_	0
C3721	ⲥⲁⲣⲡⲟⲧ	139370	srp.t	d5396	srpt	lotus leaf	Lotosblatt	https://thesaurus-linguae-aegyptiae.de/lemma/139370	https://thesaurus-linguae-aegyptiae.de/lemma/d5396	0
C3723	ⲥⲣⲓⲧ	139920	srd	NA	NA	to make grow; to plant	wachsen lassen; pflanzen	https://thesaurus-linguae-aegyptiae.de/lemma/139920	_	0
C3724	ⲥⲟⲣⲧ	129060	sꜥr.t	d5089	sꜥrṱ	wool (Sem. loan word)	Wolle	https://thesaurus-linguae-aegyptiae.de/lemma/129060	https://thesaurus-linguae-aegyptiae.de/lemma/d5089	0
C3725	ⲥⲟⲣⲧ	129060	sꜥr.t	d5089	sꜥrṱ	wool (Sem. loan word)	Wolle	https://thesaurus-linguae-aegyptiae.de/lemma/129060	https://thesaurus-linguae-aegyptiae.de/lemma/d5089	0
C3732	ⲥⲣϥⲉ	139410	srf	d5397	srf(j)	to make rest; to rest	ruhen; zur Ruhe bringen	https://thesaurus-linguae-aegyptiae.de/lemma/139410	https://thesaurus-linguae-aegyptiae.de/lemma/d5397	0
